Id,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,mainDirector,numVotes,mainDirectorBirthYear,mainDirectorDeathYear,MainDirectorPrimaryProfession,mainWriter,mainWriterBirthYear,mainWriterDeathYear,MainWriterPrimaryProfession,titleLength,genres,genderVoters,worldPromotion,Downloads,prefVotersCountry,firstShownCountry,Cash,averageRating
110,tvEpisode,Why We Fight,Why We Fight,0,2004,,42.0,Terrence O'Hara,804,1945.0,,"director,actor,producer",Joss Whedon,1964.0,,"writer,producer,director",12,"['Action', 'Drama', 'Fantasy']",441.0,0,-1,AS,TG,18765,6.6
111,short,Shunyata,Shunyata,0,2017,,23.0,Chintan Sarda,16,,,"assistant_director,actor,writer",Anil Charanjeett,,,"actor,writer,composer",8,"['Crime', 'Drama', 'Short']",5.0,0,5165,VC,IS,58185,7.9
112,tvEpisode,Episode #3.1,Episode #3.1,0,2014,,,Jordi Frades,18,1961.0,,"director,assistant_director,producer",Juan Carlos Blázquez,,,"writer,producer",12,"['Biography', 'History', None]",1.0,0,9950,PF,VG,52643,8.2
113,tvMovie,First Communion Day,First Communion Day,0,2002,,25.0,John Dower,10,,,"director,miscellaneous,assistant_director",Lin Coghlan,,,writer,19,"['Drama', 'Fantasy', None]",8.0,1,3239,AL,ML,40467,6.3
114,video,Naked Avenger,Naked Avenger,0,2008,,90.0,Donald G. Jackson,23,1943.0,2003.0,"writer,producer,director",Donald G. Jackson,1943.0,2003.0,"writer,producer,director",13,"['Action', None, None]",16.0,0,9848,ML,IR,15924,4.9
115,tvEpisode,Children of the Gods,Children of the Gods,0,1977,,60.0,Alf Kjellin,14,1920.0,1988.0,"director,actor,writer",Leonard Katzman,1927.0,1996.0,"producer,writer,assistant_director",20,"['Adventure', 'Sci-Fi', None]",9.0,1,3579,CM,IR,45081,6.7
116,short,1745,1745,0,2017,,18.0,Gordon Napier,21,1983.0,,"director,producer,writer",Morayo Akandé,,,"actress,writer",4,"['Drama', 'Short', None]",13.0,1,883,PR,LU,47248,6.9
117,movie,Sentimental,Sentimental (requiem para un amigo),0,1981,,97.0,Sergio Renán,18,1933.0,2015.0,"actor,miscellaneous,director",Geno Díaz,1926.0,1986.0,"writer,actor",35,"['Crime', 'Drama', None]",3.0,1,4026,LI,AU,50805,6.7
118,tvEpisode,Accidental Hero,Accidental Hero,0,2012,,21.0,Jonathan A. Rosenbaum,5,,,"director,producer,assistant_director",Matt Dearborn,,,"producer,writer,director",15,"['Action', 'Adventure', 'Comedy']",1.0,0,2918,AM,UM,13893,5.4
119,movie,Seamstresses,Shivachki,0,2007,,95.0,Lyudmil Todorov,428,1955.0,,"director,writer,actor",Lyudmil Todorov,1955.0,,"director,writer,actor",9,"['Drama', None, None]",293.0,1,4229,AQ,SG,47245,7.1
120,movie,Little Gay Boy,Little Gay Boy,0,2013,,72.0,Antony Hickling,72,1975.0,,"actor,director,writer",Antony Hickling,1975.0,,"actor,director,writer",14,"['Drama', None, None]",12.0,1,1378,AO,MX,15291,5.1
121,tvEpisode,Space Cadad/Summer Bummer,Space Cadad/Summer Bummer,0,2017,,23.0,Keith Oliver,11,1977.0,,"director,animation_department,assistant_director",Butch Hartman,1965.0,,"writer,animation_department,producer",25,"['Animation', 'Comedy', 'Family']",3.0,0,3367,NL,KW,2487,6.8
122,tvSeries,Positively Paula,Positively Paula,0,2016,,22.0,Phil Hadaway,5,1961.0,,"sound_department,producer,director",Phil Hadaway,1961.0,,"sound_department,producer,director",16,"['Family', None, None]",1.0,0,2122,NG,UA,1476,7.6
123,video,Dong of the Dead,Dong of the Dead,1,2009,,35.0,Joanna Angel,5,1980.0,,"actress,director,producer",Joanna Angel,1980.0,,"actress,director,producer",16,"['Adult', 'Horror', 'Short']",1.0,0,2872,PL,LC,27130,7.0
124,short,5 Minutes,5 Minutes,0,2005,,14.0,Catherine C. Pirotta,53,,,"director,writer,producer",Catherine C. Pirotta,,,"director,writer,producer",9,"['Drama', 'Short', None]",2.0,1,1389,GU,BF,7666,7.6
125,tvEpisode,John Lithgow/Riley Keough/Giles Martin/Thundercat ft. Michael McDonald & Kenny Loggins,John Lithgow/Riley Keough/Giles Martin/Thundercat ft. Michael McDonald & Kenny Loggins,0,2017,,41.0,Dave Diomedi,8,,,"director,producer,miscellaneous",Jonathan Adler,,,"writer,producer",86,"['Comedy', 'Music', 'Talk-Show']",6.0,1,127,JM,SK,28564,7.2
126,movie,Elektra,Elektra,0,2010,,,Shyamaprasad,52,1960.0,,"director,writer,actor",Kiran Prabhakar,,,writer,7,"['Drama', 'Thriller', None]",52.0,0,6894,GL,IO,13683,6.2
127,tvEpisode,Sweet Annie Laurie,Sweet Annie Laurie,0,1969,,60.0,Don Richardson,38,1918.0,1996.0,"director,writer",David Dortort,1916.0,2010.0,"producer,writer,miscellaneous",18,"['Western', None, None]",6.0,1,-1,EC,CO,39561,7.2
128,short,She Is Dead,She Is Dead,0,2002,,14.0,Henry Moore Selder,12,1973.0,,"director,editor,producer",Sara Lundén,,,"composer,actress,writer",11,"['Musical', 'Short', None]",6.0,0,7085,PA,TO,61765,8.2
129,tvEpisode,Episode #1.7,Episode #1.7,0,2015,,57.0,Kathrine Windfeld,56,1966.0,2015.0,"director,assistant_director,writer",Mai Brostrøm,,,"writer,actress",12,"['Crime', 'Drama', None]",54.0,1,1059,CK,MD,46834,7.4
130,tvEpisode,High-Tech House of Horrors,High-Tech House of Horrors,0,2003,,21.0,Russell Calabrese,63,1955.0,,"animation_department,director,miscellaneous",George Doty IV,,,"miscellaneous,writer,producer",26,"['Animation', 'Comedy', 'Family']",23.0,0,1230,DK,MC,30969,7.4
131,movie,Dirty Politics,Dirty Politics,0,2018,,,Steven Esteb,29,,,"writer,director,producer",Steven Esteb,,,"writer,director,producer",14,"['Comedy', None, None]",27.0,1,4683,PG,GE,13032,6.9
132,tvEpisode,Jerry Lee Lewis,Jerry Lee Lewis,0,2017,,27.0,Mike Judge,49,1962.0,,"writer,producer,actor",Mark Monroe,,,"writer,producer,actor",15,"['Animation', 'Biography', 'Comedy']",47.0,1,322,CL,GQ,37294,7.8
133,movie,Rädda våra liv,Rädda våra liv,0,2018,,55.0,Camilla Gisslow,6,,,"writer,director,editor",Camilla Gisslow,,,"writer,director,editor",14,"['Documentary', None, None]",1.0,1,390,LK,EE,41061,7.4
134,tvEpisode,Summer of '82,Summer of '82,0,1982,,30.0,Tony Mordente,103,1935.0,,"director,producer,actor",Gary David Goldberg,1944.0,2013.0,"writer,producer,miscellaneous",13,"['Comedy', 'Family', None]",35.0,0,6972,DM,CY,9050,7.7
135,tvMiniSeries,Der Ochsenkrieg,Der Ochsenkrieg,0,1987,,50.0,Sigi Rothemund,20,1944.0,,"director,writer,assistant_director",Ivar Combrinck,1943.0,2006.0,"actor,writer,executive",15,"[nan, None, None]",11.0,1,3314,SR,CA,55498,7.7
136,movie,Scarpe grosse,Scarpe grosse,0,1940,,83.0,Dino Falconi,5,1902.0,1990.0,"writer,director,actor",Dino Falconi,1902.0,1990.0,"writer,director,actor",13,"[nan, None, None]",1.0,1,4290,GL,LB,28164,5.3
137,tvEpisode,Nicole in Charge,Nicole in Charge,0,1988,,23.0,Zane Buzby,10,,,"director,actress,writer",Michael Jacobs,,,"writer,producer,music_department",16,"['Comedy', 'Family', None]",5.0,0,9022,MG,KP,7386,7.2
138,movie,Taking Woodstock,Taking Woodstock,0,2009,,120.0,Ang Lee,26574,1954.0,,"director,producer,writer",James Schamus,1959.0,,"producer,writer,director",16,"['Biography', 'Comedy', 'Drama']",1990.0,1,8298,FM,GQ,56925,6.7
139,tvSeries,Black Lagoon,Black Lagoon,0,2006,2006.0,25.0,Takeshi Yoshimoto,8997,,,"director,art_department,miscellaneous",Rei Hiroe,,,writer,12,"['Action', 'Adventure', 'Animation']",6961.0,0,2449,NE,UA,40178,8.0
140,movie,On the Black Hill,On the Black Hill,0,1988,,117.0,Andrew Grieve,113,1939.0,,"director,assistant_director,writer",Bruce Chatwin,1940.0,1989.0,writer,17,"['Drama', None, None]",57.0,1,5475,EG,US,22663,6.4
141,tvEpisode,Spiral of Terror,Spiral of Terror,0,1999,,47.0,Laurence Rees,7,,,"producer,director,writer",Laurence Rees,,,"producer,director,writer",16,"['Documentary', 'History', 'War']",7.0,1,3511,CW,JO,13554,7.0
142,tvMovie,King of Texas,King of Texas,0,2002,,95.0,Uli Edel,567,1947.0,,"director,writer,producer",William Shakespeare,1564.0,1616.0,"writer,soundtrack,miscellaneous",13,"['Drama', 'Western', None]",273.0,1,-1,CM,GD,21358,6.4
143,tvSeries,Mèng l de yqin dào qiáng,Mèng l de yqin dào qiáng,0,2017,2017.0,90.0,Shaudi Wang,7,1953.0,,"producer,writer,director",Yen Hsin Ko,,,"writer,producer,production_manager",24,"['Drama', 'Mystery', None]",0.0,0,5453,KN,IS,14281,5.3
144,movie,Mariage chez les Bodin's,Mariage chez les Bodin's,0,2008,,82.0,Eric Le Roch,35,,,"actor,writer,director",Eric Le Roch,,,"actor,writer,director",24,"['Comedy', None, None]",28.0,0,4994,LI,BE,29697,5.8
145,movie,Lujuria tropical,Lujuria tropical,0,1963,,,Armando Bo,19,1914.0,1981.0,"actor,producer,director",Armando Bo,1914.0,1981.0,"actor,producer,director",16,"[nan, None, None]",10.0,1,6824,NC,AF,17198,5.0
146,movie,The Adventures of Gil Blas,Una aventura de Gil Blas,0,1956,,95.0,René Jolivet,8,1898.0,1975.0,"writer,director,actor",Jesús María de Arozamena,1918.0,1972.0,"writer,soundtrack,music_department",24,"['Adventure', None, None]",1.0,0,7515,VG,SY,54134,5.2
147,tvMovie,Sanctuary of Fear,Sanctuary of Fear,0,1979,,100.0,John Llewellyn Moxey,41,1925.0,,"director,assistant_director,producer",G.K. Chesterton,1874.0,1936.0,"writer,actor",17,"['Drama', 'Thriller', None]",16.0,1,740,IL,TH,128,5.6
148,movie,24 Hrs,24 Hrs,0,2010,,95.0,Aditya Sam Abraham,26,,,"director,writer",Aditya Sam Abraham,,,"director,writer",6,"['Action', None, None]",10.0,0,3201,SZ,SY,47066,6.6
149,tvMovie,Winnetous Weiber,Winnetous Weiber,0,2014,,88.0,Dirk Regel,22,,,"director,assistant_director,miscellaneous",Timo Berndt,1967.0,,writer,16,"['Comedy', None, None]",2.0,0,7024,MW,PT,11361,4.6
150,tvEpisode,The Case of the Crimson Kiss,The Case of the Crimson Kiss,0,1957,,60.0,Christian Nyby,187,1913.0,1993.0,"director,editor,producer",Erle Stanley Gardner,1889.0,1970.0,"writer,miscellaneous,actor",28,"['Crime', 'Drama', 'Mystery']",109.0,0,331,GT,PM,37892,8.5
151,tvEpisode,"Lucy, the Camp Cook","Lucy, the Camp Cook",0,1964,,30.0,Jack Donohue,29,1908.0,1984.0,"director,producer,miscellaneous",Bob Schiller,1918.0,2017.0,"writer,miscellaneous,producer",19,"['Comedy', None, None]",13.0,1,9954,VC,BN,27894,8.1
152,movie,Casse-tête chinois pour le judoka,Casse-tête chinois pour le judoka,0,1967,,104.0,Maurice Labro,36,1910.0,1987.0,"director,writer",Ernie Clark,,,writer,33,"['Action', 'Adventure', None]",14.0,0,7574,BT,NL,12626,4.8
153,movie,Dark Around the Stars,Dark Around the Stars,0,2013,,94.0,Derrick Borte,20,1967.0,,"director,writer,producer",Jim Janosky,,2011.0,"writer,producer",21,"['Drama', None, None]",20.0,1,9038,GQ,CH,22493,5.1
154,movie,The Donor,The Donor,0,1995,,94.0,Damian Lee,213,1950.0,,"producer,writer,director",Neal H. Dobrofsky,,,"writer,producer,production_manager",9,"['Action', 'Thriller', None]",133.0,0,4874,UY,BB,45273,4.6
155,movie,Rurouni Kenshin: The Legend Ends,Rurôni Kenshin: Densetsu no saigo-hen,0,2014,,134.0,Keishi Ohtomo,7049,,,"director,writer",Nobuhiro Watsuki,1970.0,,"writer,animation_department,art_department",37,"['Action', 'Adventure', 'Drama']",2964.0,0,4350,AD,MS,2193,7.6
156,movie,Mouth Organ,Baaja,0,2001,,,Apurba Kishore Bir,6,,,"cinematographer,writer,director",Apurba Kishore Bir,,,"cinematographer,writer,director",5,"['Family', None, None]",1.0,1,-1,PE,KE,45369,6.6
157,movie,Raznye sudby,Raznye sudby,0,1956,,107.0,Leonid Lukov,87,1909.0,1963.0,"director,writer,art_department",Leonid Lukov,1909.0,1963.0,"director,writer,art_department",12,"['Drama', 'Romance', None]",68.0,1,2770,PN,HN,20482,7.2
158,tvEpisode,Mr. White Death,Mr. White Death,0,1982,,48.0,Jeffrey Hayden,135,1926.0,2016.0,"director,producer,writer",Donald P. Bellisario,1935.0,,"writer,producer,director",15,"['Action', 'Adventure', 'Crime']",70.0,0,-1,NU,MP,22878,7.9
159,tvEpisode,Florence's Union,Florence's Union,0,1978,,25.0,Jack Shea,36,1928.0,2013.0,"director,producer,writer",Don Nicholl,1925.0,1980.0,"writer,producer,miscellaneous",16,"['Comedy', None, None]",21.0,0,4137,FR,BN,57031,8.0
160,tvEpisode,Camp MacGillis,Camp MacGillis,0,1990,,,Ellen Gittelsohn,11,1945.0,,"director,production_manager,editorial_department",John G. Stephens,,,"production_manager,producer,writer",14,"['Comedy', 'Family', None]",6.0,0,8891,HR,HK,46676,7.2
161,movie,Fuerzas de Honor,Fuerzas de Honor,0,2016,,,Tomas Chi,6,,,"director,writer,editor",Tomas Chi,,,"director,writer,editor",16,"['Action', None, None]",6.0,0,407,MY,GE,11427,4.8
162,tvMiniSeries,Philosophy: A Guide to Happiness,Philosophy: A Guide to Happiness,0,2000,,24.0,Celia Lowenstein,264,,,"director,producer",Alain de Botton,1969.0,,"writer,actor,producer",32,"['Documentary', None, None]",132.0,0,7509,GU,ZM,37654,8.3
163,tvEpisode,The Return,The Return,0,1995,,44.0,Brad Turner,11,,,"director,producer,assistant_director",James Fenimore Cooper,1789.0,1851.0,writer,10,"['Adventure', None, None]",4.0,1,4769,HT,OM,15013,8.2
164,videoGame,Nihilumbra,Nihilumbra,0,2012,,,Kevin Cerdà,14,,,"director,writer",Kevin Cerdà,,,"director,writer",10,"['Adventure', 'Fantasy', 'Mystery']",6.0,1,1567,CW,AX,53158,6.7
165,movie,Tutti all'attacco,Tutti all'attacco,0,2005,,101.0,Lorenzo Vignolo,71,1973.0,,"director,assistant_director,writer",Gino Capone,,,"writer,assistant_director,music_department",17,"['Comedy', None, None]",27.0,0,-1,IN,AZ,58199,5.3
166,short,Vagina Vacation,Vagina Vacation,0,2009,,9.0,Erick Boychuk,159,,,"director,producer,writer",Simon Yang,,,"producer,actor,writer",15,"['Comedy', 'Short', None]",135.0,1,4818,BN,IT,17398,6.6
167,tvEpisode,Episode #1.9,Episode #1.9,0,2013,,14.0,Kit Williamson,32,1985.0,,"actor,writer,producer",Kit Williamson,1985.0,,"actor,writer,producer",12,"['Drama', None, None]",15.0,1,1457,TN,TL,57955,7.0
168,tvEpisode,Episode #1.9,Episode #1.9,0,2008,,39.0,Flávia Lacerda,7,,,"assistant_director,director,miscellaneous",Maria Adelaide Amaral,1942.0,,"writer,miscellaneous,producer",12,"['Drama', None, None]",1.0,1,3679,VI,GU,4007,9.1
169,tvEpisode,The Fan,The Fan,0,2014,,22.0,Mic Graves,92,,,"director,writer,actor",Ben Bocquelet,1983.0,,"writer,art_director,producer",7,"['Action', 'Adventure', 'Animation']",92.0,0,545,SX,KR,49821,7.5
170,short,Der Fotograf,Der Fotograf,0,2005,,4.0,Axel Brauns,24,1963.0,,"director,writer,producer",Axel Brauns,1963.0,,"director,writer,producer",12,"['Drama', 'Short', None]",12.0,1,104,MR,NG,26687,7.8
171,video,Prison of the Dead,Prison of the Dead,0,2000,,73.0,David DeCoteau,406,1962.0,,"director,producer,cinematographer",Matthew Jason Walsh,1970.0,,"writer,composer,actor",18,"['Horror', None, None]",348.0,1,1035,ZA,EC,23364,2.6
172,tvEpisode,The Poor Sportsmen of the Apocalypse,The Poor Sportsmen of the Apocalypse,0,1996,,,Ted Wass,8,1952.0,,"director,actor,producer",Jack Amiel,,,"writer,producer,actor",36,"['Comedy', 'Family', None]",3.0,1,-1,IR,KW,23035,7.6
173,tvEpisode,"Una sonámbula, un hombre florero y un ácaro en chándal","Una sonámbula, un hombre florero y un ácaro en chándal",0,2015,,,Laura Caballero,20,,,"writer,director,assistant_director",Alberto Caballero,,,"writer,producer,director",54,"['Comedy', None, None]",14.0,0,9186,BJ,MP,15858,6.6
174,tvSeries,Classic Alice,Classic Alice,0,2014,,,Kate Hackett,59,,,"producer,writer,actress",Kate Hackett,,,"producer,writer,actress",13,"['Comedy', None, None]",16.0,0,3465,HR,GU,58160,7.7
175,tvEpisode,Soul of the Guardian,Shugosha no tamashii,0,2004,,24.0,Tomoki Kyôda,218,,,"art_department,director,animation_department",Shô Aikawa,,,"writer,miscellaneous",20,"['Action', 'Adventure', 'Animation']",70.0,0,7347,FO,YT,58136,8.2
176,tvEpisode,The Gate,The Gate,0,1996,,46.0,Bruce Pittman,13,1950.0,,"director,editor,producer",William Shatner,1931.0,,"actor,writer,producer",8,"['Crime', 'Sci-Fi', None]",13.0,1,2077,LI,CR,31046,6.9
177,tvEpisode,Odd Man Out,Odd Man Out,0,2005,,60.0,Bobby Roth,2430,1950.0,,"director,producer,writer",Paul Scheuring,1968.0,,"writer,producer,director",11,"['Action', 'Crime', 'Drama']",639.0,1,9849,GT,LA,38024,8.8
178,tvEpisode,Model Students,Model Students,0,1990,,23.0,Don Barnhart,159,,2016.0,"director,assistant_director,miscellaneous",Sam Bobrick,1932.0,,"writer,producer,soundtrack",14,"['Comedy', 'Family', 'Romance']",12.0,0,9998,FR,IO,27483,8.0
179,movie,Sweet Rain: Accuracy of Death,Suwîto rein: Shinigami no seido,0,2008,,113.0,Masaya Kakehi,1035,1977.0,,"director,writer,editor",Kôtarô Isaka,,,"writer,actor",31,"['Comedy', 'Drama', 'Fantasy']",486.0,0,4709,VU,AS,47845,7.1
180,movie,Estrellas solitarias,Estrellas solitarias,0,2015,,90.0,Fernando Urdapilleta,33,1977.0,,"director,assistant_director,writer",Fernando Urdapilleta,1977.0,,"director,assistant_director,writer",20,"['Comedy', 'Drama', None]",1.0,1,4852,GP,EE,3406,6.1
181,tvEpisode,Howling Echoes in the Kingdom of the Past,Howling Echoes in the Kingdom of the Past,0,2011,,,Hitoshi Nanba,5,,,"director,art_department,assistant_director",Mari Okada,,,"writer,miscellaneous,music_department",41,"['Animation', 'Comedy', 'Drama']",1.0,0,7883,RE,SH,46529,8.0
182,movie,Vampiri su medju nama,Vampiri su medju nama,0,1989,,90.0,Zoran Calic,266,1931.0,2014.0,"director,writer,production_designer",Dragan Calic,1970.0,,"writer,actor,assistant_director",21,"['Comedy', 'Crime', 'Horror']",97.0,0,5360,BT,CR,41176,4.8
183,movie,Alien Exorcism,6 giorni sulla Terra,0,2011,,145.0,Varo Venturi,205,,,"actor,writer,director",Varo Venturi,,,"actor,writer,director",20,"['Mystery', 'Sci-Fi', 'Thriller']",176.0,0,4100,PL,MV,20455,4.3
184,tvSeries,Papis Muy Padres,Papis Muy Padres,0,2017,,,Luis Eduardo Reyes,13,,,"director,writer,producer",Bethel Flores,,,writer,16,"['Comedy', None, None]",3.0,0,2523,PF,RW,9094,8.6
185,short,1991,1991,0,2011,,6.0,Andrea Buccino,7,,,"actor,director,writer",Andrea Buccino,,,"actor,director,writer",4,"['Fantasy', 'Short', None]",4.0,1,1623,MX,PE,25338,9.3
186,tvEpisode,Curse of the Mummy,Curse of the Mummy,0,1981,,,David Askey,9,,,"director,producer,actor",Ian Davidson,,,"writer,miscellaneous,director",18,"['Comedy', None, None]",4.0,0,4887,BV,BI,39948,7.1
187,movie,Rosa and Cornelia,Rosa e Cornelia,0,2000,,87.0,Giorgio Treves,77,,,"director,writer,assistant_director",Remo Binosi,,,writer,15,"['Drama', None, None]",49.0,1,-1,BO,LR,52099,7.3
188,tvEpisode,Camp David,Camp David,0,2016,,28.0,Becky Martin,535,,,"director,producer,location_management",Rachel Axler,,,"writer,producer,miscellaneous",10,"['Comedy', None, None]",247.0,0,1881,TN,LK,14420,8.9
189,tvEpisode,George the Warlock,George the Warlock,0,1965,,25.0,William Asher,192,1921.0,2012.0,"director,producer,writer",Ken Englund,1914.0,1993.0,writer,18,"['Comedy', 'Family', 'Fantasy']",0.0,0,6480,AE,SZ,27820,8.8
190,short,Why Mules Leave Home,Why Mules Leave Home,0,1934,,,Frank Moser,7,1886.0,1964.0,"director,animation_department,producer",Paul Terry,1887.0,1971.0,"producer,writer,miscellaneous",20,"['Animation', 'Short', None]",7.0,1,8763,HN,TL,48063,5.1
191,tvSpecial,Johnny Goes Home,Johnny Goes Home,0,1982,,90.0,David Lowe Jr.,44,,,"producer,director",Johnny Carson,1925.0,2005.0,"actor,soundtrack,writer",16,"['Documentary', None, None]",29.0,1,2860,SD,EH,50839,8.7
192,tvEpisode,Come Fail Away,Come Fail Away,0,2009,,22.0,Rich Correll,99,1948.0,,"director,producer,writer",Douglas Lieblein,,,"producer,writer,miscellaneous",14,"['Comedy', 'Family', 'Music']",45.0,1,2171,TZ,MR,54522,5.9
193,short,Last Seen,Last Seen,0,2013,,15.0,Matias Auramo,10,,,"editor,director,writer",Matias Auramo,,,"editor,director,writer",9,"['Adventure', 'Comedy', 'Short']",9.0,0,6901,AD,YT,40836,6.4
194,tvEpisode,Charade,Charade,0,1998,,,Patrick Archibald,6,,,"art_department,director,animation_department",Ruel Fischmann,1939.0,2013.0,"miscellaneous,writer",7,"['Animation', 'Sci-Fi', None]",2.0,1,7042,FO,NE,28075,6.8
195,movie,Kristoffers hus,Kristoffers hus,0,1979,,98.0,Lars Lennart Forsberg,32,1933.0,2012.0,"director,writer,cinematographer",Johan Bargum,1943.0,,"writer,director,actor",15,"[nan, None, None]",18.0,0,8146,VC,KP,33951,5.2
196,tvSeries,Religion of Sports,Religion of Sports,0,2016,,,Sam French,48,,,"director,miscellaneous,writer",Gotham Chopra,,,"producer,director,writer",18,"['Sport', None, None]",40.0,1,5873,BN,PK,40230,7.0
197,tvEpisode,Let Sleeping Dogs Lyle,Let Sleeping Dogs Lyle,0,2009,,,Scott McClure,5,,,"actor,editor,director",Andrew DeVary,,,"writer,producer,actor",22,"['Action', 'Crime', 'Thriller']",3.0,1,1060,DM,AE,33858,5.4
198,tvEpisode,Loretta Lynn's Plantation House,Loretta Lynn's Plantation House,0,2011,,43.0,Nick Groff,43,1980.0,,"producer,writer,director",Nick Groff,1980.0,,"producer,writer,director",31,"['History', 'Sci-Fi', 'Thriller']",43.0,0,8165,DE,SK,10879,7.4
199,tvSeries,Fetele Marinarului,Fetele Marinarului,0,2009,2010.0,,Sebastian Voinea,11,1976.0,,director,Mimi Branescu,1974.0,,"actor,writer,producer",18,"['Drama', 'Romance', None]",4.0,0,4237,AM,ML,61333,8.2
200,movie,Woman Requiem,Eomi,0,1985,,100.0,Cheol-su Park,7,1947.0,2013.0,"director,writer,producer",Su-hyeon Kim,,,writer,4,"['Drama', 'Thriller', None]",6.0,1,-1,EG,GT,49550,7.3
201,movie,Ladron,Ladron,0,2010,,83.0,Damian Chapa,19,1963.0,,"actor,director,producer",Damian Chapa,1963.0,,"actor,director,producer",6,"['Action', 'Crime', None]",7.0,1,35,SJ,SK,60642,6.8
202,movie,Hell Drivers,Hell Drivers,0,1957,,108.0,Cy Endfield,2322,1914.0,1995.0,"director,writer,producer",John Kruse,1921.0,2004.0,"writer,miscellaneous,camera_department",12,"['Crime', 'Drama', 'Thriller']",1674.0,0,4891,MG,PY,56986,7.2
